location,zone,tank_id,tank_id_raw,date,period,parameter,value,unit
Fish Tank 3,Fish Tanks,116,116,2025-07-11,morning,temperature,28.2,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-15,afternoon,dissolved_oxygen,4.49,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-15,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-15,morning,dissolved_oxygen,5.36,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-15,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-16,afternoon,dissolved_oxygen,4.59,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-17,afternoon,dissolved_oxygen,5.26,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-17,morning,dissolved_oxygen,4.72,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-17,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-18,afternoon,dissolved_oxygen,6.13,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-18,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-18,morning,dissolved_oxygen,5.22,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-18,morning,temperature,30.0,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-21,afternoon,dissolved_oxygen,6.32,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-21,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-21,morning,dissolved_oxygen,6.51,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-21,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-22,afternoon,dissolved_oxygen,5.92,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-22,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-23,afternoon,dissolved_oxygen,6.8,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-23,morning,dissolved_oxygen,5.99,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-23,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-24,afternoon,dissolved_oxygen,7.02,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-24,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-24,morning,dissolved_oxygen,6.46,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-24,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-25,afternoon,dissolved_oxygen,7.91,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-25,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-28,afternoon,dissolved_oxygen,3.18,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-28,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-28,morning,dissolved_oxygen,4.19,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-28,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-29,afternoon,dissolved_oxygen,4.09,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-29,afternoon,temperature,31.1,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-29,morning,dissolved_oxygen,4.03,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-29,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,116,116,2025-07-30,afternoon,dissolved_oxygen,5.69,mg/L
Fish Tank 3,Fish Tanks,116,116,2025-07-30,afternoon,temperature,30.2,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-01,afternoon,dissolved_oxygen,5.31,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-01,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-01,morning,dissolved_oxygen,6.48,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-01,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-02,afternoon,dissolved_oxygen,4.99,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-02,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-02,morning,dissolved_oxygen,6.25,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-02,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-03,morning,dissolved_oxygen,6.14,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-03,morning,temperature,28.0,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-04,afternoon,dissolved_oxygen,6.95,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-04,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-04,morning,dissolved_oxygen,6.79,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-04,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-08,afternoon,dissolved_oxygen,5.68,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-10,afternoon,dissolved_oxygen,6.42,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-10,morning,dissolved_oxygen,6.34,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-10,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-11,afternoon,dissolved_oxygen,6.23,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-11,afternoon,temperature,31.9,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-11,morning,dissolved_oxygen,6.23,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-11,morning,temperature,28.3,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-15,afternoon,dissolved_oxygen,4.85,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-15,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-15,morning,dissolved_oxygen,5.45,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-15,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-16,afternoon,dissolved_oxygen,5.51,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-16,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-17,afternoon,dissolved_oxygen,5.3,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-17,morning,dissolved_oxygen,4.92,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-17,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-18,afternoon,dissolved_oxygen,5.96,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-18,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-18,morning,dissolved_oxygen,5.17,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-18,morning,temperature,30.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-21,afternoon,dissolved_oxygen,6.41,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-21,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-21,morning,dissolved_oxygen,6.7,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-21,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-22,afternoon,dissolved_oxygen,6.2,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-22,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-23,afternoon,dissolved_oxygen,6.02,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-23,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-23,morning,dissolved_oxygen,5.09,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-23,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-24,afternoon,dissolved_oxygen,7.28,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-24,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-24,morning,dissolved_oxygen,7.0,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-24,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-25,afternoon,dissolved_oxygen,8.42,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-25,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-28,afternoon,dissolved_oxygen,4.23,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-28,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-28,morning,dissolved_oxygen,5.25,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-28,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-29,afternoon,dissolved_oxygen,4.21,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-29,afternoon,temperature,31.1,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-29,morning,dissolved_oxygen,5.32,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-29,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,118,118,2025-07-30,afternoon,dissolved_oxygen,6.14,mg/L
Fish Tank 3,Fish Tanks,118,118,2025-07-30,afternoon,temperature,30.0,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-01,afternoon,dissolved_oxygen,5.13,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-01,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-01,morning,dissolved_oxygen,6.49,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-01,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-02,afternoon,dissolved_oxygen,5.05,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-02,afternoon,temperature,31.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-02,morning,dissolved_oxygen,5.95,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-02,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-03,morning,dissolved_oxygen,6.15,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-03,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-04,afternoon,dissolved_oxygen,6.91,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-04,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-04,morning,dissolved_oxygen,6.3,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-04,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-08,afternoon,dissolved_oxygen,5.5,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-10,afternoon,dissolved_oxygen,6.38,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-10,morning,dissolved_oxygen,6.17,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-10,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-11,afternoon,dissolved_oxygen,5.81,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-11,morning,dissolved_oxygen,6.13,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-11,morning,temperature,28.3,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-15,afternoon,dissolved_oxygen,4.48,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-15,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-15,morning,dissolved_oxygen,5.39,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-15,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-16,afternoon,dissolved_oxygen,5.42,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-17,afternoon,dissolved_oxygen,5.78,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-17,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-17,morning,dissolved_oxygen,5.11,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-17,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-18,afternoon,dissolved_oxygen,6.28,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-18,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-18,morning,dissolved_oxygen,5.03,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-18,morning,temperature,30.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-21,afternoon,dissolved_oxygen,6.24,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-21,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-21,morning,dissolved_oxygen,6.64,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-21,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-22,afternoon,dissolved_oxygen,5.83,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-22,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-23,afternoon,dissolved_oxygen,6.04,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-23,morning,dissolved_oxygen,5.02,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-23,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-24,afternoon,dissolved_oxygen,7.79,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-24,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-24,morning,dissolved_oxygen,7.2,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-24,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-25,afternoon,dissolved_oxygen,8.12,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-25,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-28,afternoon,dissolved_oxygen,4.3,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-28,afternoon,temperature,31.5,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-28,morning,dissolved_oxygen,4.81,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-28,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-29,afternoon,dissolved_oxygen,4.42,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-29,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-29,morning,dissolved_oxygen,5.24,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-29,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,119,119,2025-07-30,afternoon,dissolved_oxygen,5.99,mg/L
Fish Tank 3,Fish Tanks,119,119,2025-07-30,afternoon,temperature,30.1,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-01,afternoon,dissolved_oxygen,5.58,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-01,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-01,morning,dissolved_oxygen,6.61,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-01,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-02,afternoon,dissolved_oxygen,5.72,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-02,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-02,morning,dissolved_oxygen,6.58,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-02,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-03,morning,dissolved_oxygen,6.31,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-03,morning,temperature,28.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-04,afternoon,dissolved_oxygen,7.4,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-04,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-04,morning,dissolved_oxygen,6.45,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-04,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-07,afternoon,dissolved_oxygen,5.45,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-07,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-08,afternoon,dissolved_oxygen,8.4,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-09,afternoon,dissolved_oxygen,5.97,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-09,afternoon,temperature,31.7,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-10,afternoon,dissolved_oxygen,6.19,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-10,morning,dissolved_oxygen,6.32,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-10,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-11,afternoon,dissolved_oxygen,6.23,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-11,morning,dissolved_oxygen,6.49,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-11,morning,temperature,28.3,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-15,afternoon,dissolved_oxygen,4.71,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-15,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-15,morning,dissolved_oxygen,5.77,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-15,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-16,afternoon,dissolved_oxygen,5.63,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-16,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-16,morning,dissolved_oxygen,5.49,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-16,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-17,afternoon,dissolved_oxygen,6.32,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-17,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-17,morning,dissolved_oxygen,4.75,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-17,morning,temperature,29.7,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-18,afternoon,dissolved_oxygen,6.09,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-18,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-18,morning,dissolved_oxygen,5.39,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-18,morning,temperature,30.1,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-21,afternoon,dissolved_oxygen,6.41,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-21,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-21,morning,dissolved_oxygen,6.39,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-21,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-22,afternoon,dissolved_oxygen,6.33,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-22,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-23,afternoon,dissolved_oxygen,6.34,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-23,morning,dissolved_oxygen,4.76,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-23,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-24,afternoon,dissolved_oxygen,8.05,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-24,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-24,morning,dissolved_oxygen,7.19,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-24,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-25,afternoon,dissolved_oxygen,8.68,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-25,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-28,afternoon,dissolved_oxygen,4.19,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-28,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-28,morning,dissolved_oxygen,5.17,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-28,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-29,afternoon,dissolved_oxygen,4.82,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-29,afternoon,temperature,31.1,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-29,morning,dissolved_oxygen,5.48,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-29,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,121,121,2025-07-30,afternoon,dissolved_oxygen,5.33,mg/L
Fish Tank 3,Fish Tanks,121,121,2025-07-30,afternoon,temperature,30.1,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-01,afternoon,dissolved_oxygen,5.25,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-01,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-01,morning,dissolved_oxygen,6.56,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-01,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-02,afternoon,dissolved_oxygen,5.03,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-02,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-02,morning,dissolved_oxygen,5.97,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-02,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-03,morning,dissolved_oxygen,6.26,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-03,morning,temperature,28.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-04,afternoon,dissolved_oxygen,7.21,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-04,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-04,morning,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-04,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-07,afternoon,dissolved_oxygen,5.06,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-07,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-08,afternoon,dissolved_oxygen,5.52,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-08,afternoon,temperature,30.9,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-09,afternoon,dissolved_oxygen,5.57,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-09,afternoon,temperature,31.6,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-10,afternoon,dissolved_oxygen,6.73,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-10,afternoon,temperature,30.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-10,morning,dissolved_oxygen,6.24,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-10,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-11,afternoon,dissolved_oxygen,6.74,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-11,morning,dissolved_oxygen,6.47,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-11,morning,temperature,28.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-15,afternoon,dissolved_oxygen,4.8,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-15,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-15,morning,dissolved_oxygen,5.59,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-15,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-16,afternoon,dissolved_oxygen,5.79,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-16,morning,dissolved_oxygen,5.46,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-16,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-17,afternoon,dissolved_oxygen,5.96,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-17,morning,dissolved_oxygen,5.36,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-17,morning,temperature,29.6,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-18,afternoon,dissolved_oxygen,5.94,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-18,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-18,morning,dissolved_oxygen,5.31,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-18,morning,temperature,30.1,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-21,afternoon,dissolved_oxygen,6.25,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-21,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-21,morning,dissolved_oxygen,6.69,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-21,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-22,afternoon,dissolved_oxygen,6.15,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-22,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-23,afternoon,dissolved_oxygen,6.25,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-23,afternoon,temperature,32.1,degC
Fish Tank 3,Fish Tanks,122,122,2025-07-23,morning,dissolved_oxygen,4.95,mg/L
Fish Tank 3,Fish Tanks,122,122,2025-07-23,morning,temperature,29.5,degC
